people_group,country,population,language,longitude,latitude
"Mixteco, Tijaltepec",United States,500,"Mixtec, Tijaltepec",-119.456534,35.14243
"Mixteco, Tlazoyaltepec",United States,"2,400","Mixtec, Tlazoyaltepec",-122.843477,45.138395
Mokilese,United States,100,Mokilese,-158.04522,21.4637
"Mono, Monache",United States,"1,100",Mono,-119.34741,37.1935
"Nahuatl, Southeastern Puebla",United States,"2,600","Nahuatl, Southeastern Puebla",-115.155961,36.190346
"Nahuatl, Tenango",United States,"4,600","Nahuatl, Zacatlan-Ahuacatlan-Tepetzintla",-120.371234,37.987148
Pampango,United States,"5,100",Kapampangan,-118.144058,34.013944
"Pima Bajo, Chihuahua",United States,"24,000",Pima Bajo,-110.866457,32.144488
Polish,United States,"745,000",Polish,-78.842339,42.892231
Pomo,United States,"6,100",English,-123.61988,39.02109
Purepecha,United States,800,Purepecha,-95.408849,29.735142
"Romani, Scottish Traveller",United States,300,Traveller Scottish,-118.286256,34.067203
Russian,United States,"787,000",Russian,-73.947504,40.708536
Senaya,United States,500,English,-118.349118,33.990854
Serb,United States,"47,000",Serbian,-87.650006,41.937297
Slovak,United States,"43,000",Slovak,-79.92078,40.471023
Slovene,United States,"8,700",Slovene,-81.684976,41.441775
"Sorb, Lower Lusatian",United States,100,"Sorbian, Lower",-87.661195,41.760409
Spaniard,United States,"679,000",Spanish,-82.446465,27.963265
Sumu,United States,"6,200",Mayangna,-118.249528,34.035136
"Syrian Aramaic, Turoyo",United States,"5,500",Turoyo,-74.172367,40.735657
Tanana,United States,500,"Tanana, Lower",-149.14704,64.6864
"Tlapaneco, Acatepec",United States,"1,200","Me'phaa, Acatepec",-95.248048,38.982366
Tonkawa,United States,200,English,-97.303731,36.679049
"Triqui, Copala",United States,"8,600","Triqui, Copala",-121.223963,36.322608
"Upper Kuskokwim, Ingalik",United States,200,"Kuskokwim, Upper",-156.08239,62.20827
Yapese,United States,600,Yapese,-157.946781,21.387893
Yuki,United States,"1,300",English,-118.582664,37.425576
"Zapoteco, Ixtlan Sureste",United States,"1,900","Zapotec, Southeastern Ixtlan",-118.433835,34.291305
"Zapoteco, San Juan Guelavia",United States,"3,300","Zapotec, Western Tlacolula Valley",-117.077525,32.606011
"Zapoteco, Zoogocho",United States,"1,400","Zapotec, Zoogocho",-98.219485,26.20464
Abnaki-Penobscot,United States,"1,300",English,-68.63704,45.004297
"Acadian, Cajun",United States,"28,000","French, Cajun",-91.83444,30.00321
"Achumawi, Pitt River",United States,"1,000",English,-121.1908,41.09785
"Ahtena, Copper River",United States,600,Ahtena,-144.88894,61.70684
Alabama,United States,500,Alabama,-94.62848,30.76738
Alaskan Athabascan,United States,"17,000",English,-159.773142,62.199434
"Aleut, Eastern",United States,"2,300",Aleut,-174.29013,52.12283
"Amhara, Ethiopian",United States,"252,000",Amharic,-118.307548,34.047009
Amish,United States,"252,000","German, Pennsylvania",-81.034,40.496
Anglo-Canadian,United States,"402,000",English,-97.069429,39.596695
Anglo-Romani,United States,"132,000",Angloromani,-88.04117,38.09923
"Antillean Creole, Papiamentu",United States,"1,000",Papiamentu,-73.947909,40.711605
Anuak,United States,"2,700",Anuak,-96.67612,32.737402
"Apache, Jicarilla",United States,"3,200","Apache, Jicarilla",-107.00694,36.8079
"Apache, Kiowa",United States,"1,500",English,-98.24612,34.90771
"Apache, Mescalero",United States,"3,200","Apache, Mescalero-Chiricahua",-105.56612,33.1291
"Apache, Western",United States,"22,000","Apache, Western",-110.15973,33.87562
"Arab, Egyptian",United States,"238,000","Arabic, Egyptian Spoken",-74.232216,40.739879
"Arab, Palestinian",United States,"103,000","Arabic, South Levantine Spoken",-87.677294,41.857841
Arapaho,United States,"8,600",Arapaho,-108.687274,43.246378
Arawak,United States,"3,100",Arawak,-80.353925,25.715627
Arikara,United States,"3,300",English,-102.271396,47.537186
Armenian,United States,"238,000","Armenian, Western",-117.67327,33.97837
Assyrian,United States,"120,000",Assyrian Neo-Aramaic,-122.409716,37.793971
Bari,United States,"3,900",Bari,-96.774752,32.906195
"Black Carib, Garifuna",United States,"71,000",Garifuna,-80.337287,25.738133
British,United States,"1,310,000",English,-97.064391,39.604177
Caddo,United States,50,Caddo,-98.26335,35.1826
Cahuilla,United States,900,Cahuilla,-116.69146,33.53238
Cape Verdean,United States,"102,000",Kabuverdianu,-97.068134,39.599517
Carolinian,United States,200,Carolinian,-157.900619,21.360291
Catawba,United States,800,English,-80.98503,34.938852
Cayuga,United States,50,Cayuga,-78.99073,42.5444
Cebuano,United States,"5,400",Cebuano,-74.047737,40.730597
"Chatino, Zenzontepec",United States,"1,800","Chatino, Zenzontepec",-121.559835,37.012752
Cherokee,United States,"306,000",Cherokee,-94.87899,35.8688
Cheyenne,United States,"12,000",Cheyenne,-106.69823,45.52591
Chikasaw,United States,"30,000",Chickasaw,-97.09412,34.00482
Chilean,United States,"135,000",Spanish,-122.269961,37.870605
"Chinese, general",United States,"4,224,000","Chinese, Mandarin",-77.012814,38.898418
Chinook Wawa,United States,200,English,-123.8928,44.97998
Chippewa,United States,"119,000",Chippewa,-93.97624,47.27809
Choctaw,United States,"112,000",Choctaw,-94.81899,33.89928
Clallam,United States,"3,100",English,-123.354257,48.093346
Cocopa,United States,800,Cocopa,-114.70984,32.58855
Coeur d'Alene,United States,"1,100",English,-116.71512,47.29583
"Colombian, Mestizo",United States,"970,000",Spanish,-74.554584,40.88764
Columbia River Sahaptin,United States,"1,100",Umatilla,-118.57585,45.61077
Columbia-Wenatchi,United States,300,Columbia-Wenatchi,-118.46144,48.24202
Colville,United States,"8,600",English,-119.524523,48.415097
Comanche,United States,"13,000",Comanche,-98.42698,34.55987
"Coos, Hanis",United States,300,English,-124.15962,43.44131
"Cree, French",United States,80,Michif,-99.79998,48.83302
"Cree, Plains",United States,"1,800","Cree, Plains",-108.68359,48.06417
"Creek, Muskogee",United States,"53,000",Muskogee,-81.05701,27.07805
"Crioulo, Upper Guinea",United States,"171,000",Guinea-Bissau Creole,-118.302578,33.983485
Crow,United States,"11,000",Crow,-107.75698,45.39971
Cuban,United States,"1,756,000",Spanish,-80.260841,25.754311
Cupeno,United States,700,English,-116.51471,33.31483
"Dakota, Sioux",United States,"120,000",Dakota,-100.75379,45.02133
Danish,United States,"32,000",Danish,-87.804095,42.737727
Delaware,United States,"8,400",English,-95.976632,36.748165
Dominicans,United States,"1,442,000",Spanish,-98.790321,27.317976
Dutch,United States,"143,000",Dutch,-118.248659,34.001338
"Ecuadorian, Mestizo",United States,"352,000",Spanish,-73.896717,40.672678
Efik,United States,"4,500",Efik,-95.397775,29.865719
"Eskimo, North Alaskan",United States,"7,600","Inupiatun, North Alaskan",-156.92128,70.70425
Estonian,United States,"27,000","Estonian, Standard",-118.348564,34.039319
"Fall Indian, Atsina",United States,"1,700",English,-108.73841,48.48341
Flathead-Kalispel,United States,"8,200",English,-114.40793,47.64948
Frisian,United States,"49,000",Frisian,-85.655353,42.981063
German,United States,"1,580,000","German, Standard",-100.754378,46.830465
Guadeloupean Creole French,United States,"19,000",Guadeloupean French Creole,-73.942815,40.683557
"Gwich'in, Kutchin",United States,"1,200",Gwich'in,-145.87129,67.27029
Haida,United States,700,English,-132.8497,55.41719
Halkomelem,United States,"6,300",Halkomelem,-122.617975,48.908065
"Han Chinese, Cantonese",United States,"287,000","Chinese, Yue",-122.430108,37.742985
"Han Chinese, Hakka",United States,"3,800","Chinese, Hakka",-118.3,34.03
"Han Chinese, Min Dong",United States,"2,700","Chinese, Min Dong",-73.99672,40.713371
"Han Chinese, Min Nan",United States,"90,000","Chinese, Min Nan",-74.173852,40.730159
"Han Chinese, Wu",United States,"1,900","Chinese, Wu",-118.27489,34.00857
"Han Chinese, Xiang",United States,"45,000","Chinese, Xiang",-73.997395,40.715995
"Han, Moosehide",United States,300,English,-141.29456,64.87146
"Hawai'i, Creole-speaking",United States,"614,000",Hawaii Pidgin,-155.43963,19.57783
Hmong Daw,United States,"183,000",Hmong Daw,-118.187967,33.854995
Holikachuk,United States,200,English,-159.83143,62.72662
"Hopi, Hopitu-Shinumu",United States,"14,000",Hopi,-110.54495,35.7819
"Houma, Half-Choctaw",United States,"8,600",English,-90.716309,29.575766
Hungarian,United States,"102,000",Hungarian,-81.779334,41.451301
Hupa,United States,"1,600",English,-123.67988,41.09821
Icelander,United States,"54,000",Icelandic,-122.324286,47.647485
Indonesian,United States,"7,500",Indonesian,-118.318331,33.995802
Iowa,United States,"1,300",English,-95.562704,39.978928
"Irish Traveller, Shelta",United States,400,English,-97.065807,39.601962
Iroquois,United States,"43,000",English,-78.64555,42.094832
Iu Mien,United States,"18,000",Iu Mien,-117.77293,33.88169
Jacalteco,United States,"1,000",Jakalteko,-118.09844,33.973434
Jemez,United States,"2,100",Jemez,-106.76946,35.60009
Jur Modo,United States,"2,000",Jur Modo,-96.852104,32.761603
Kashaya,United States,50,Kashaya,-74.10057,40.74169
Kato,United States,100,English,-123.43244,39.70019
Kawaiisu,United States,200,English,-118.67889,36.05383
"Keres, Eastern",United States,"8,900","Keres, Eastern",-106.48436,35.48659
"Keres, Western",United States,"12,000","Keres, Western",-107.49942,34.95048
Kickapoo,United States,900,Kickapoo,-95.679064,39.687305
Kiowa,United States,"10,000",Kiowa,-98.90482,34.94708
Klamath-Modoc,United States,200,English,-121.70403,42.58608
Koasati,United States,200,Koasati,-92.63862,30.45518
Koyukon,United States,"2,800",Koyukon,-154.62853,65.68278
"Krio, Creole",United States,"5,000",Krio,-73.907585,40.822682
Latvian,United States,"85,000","Latvian, Standard",-77.154358,39.087295
Louisiana Creole French,United States,"4,624,000",English,-90.72861,30.08371
Lower Chinook,United States,400,English,-119.1656,45.17285
Luiseno,United States,"2,500",English,-116.93724,33.3178
Lumbee,United States,"66,000",English,-79.346119,34.738041
Lushootseed,United States,"18,000",English,-122.5183,48.42044
"Maidu, Northwest",United States,200,English,-121.36786,39.67211
Makah,United States,"2,600",English,-124.61639,48.32581
Mandan,United States,500,English,-102.37579,47.66312
"Maninka, Western",United States,"5,000","Maninkakan, Western",-73.888506,40.845375
Maricopa,United States,900,Maricopa,-111.74498,33.54376
Mennonites,United States,"15,000",Plautdietsch,-97.63624,36.08754
Menominee,United States,"8,900",Menominee,-88.62247,44.97201
Midway Islanders,United States,"2,600",English,-157.895384,21.340541
Mikasuki Seminole,United States,"16,000",Mikasuki,-80.93464,26.10711
"Mixteco, Silacayoapan",United States,600,"Mixtec, Silacayoapan",-122.840387,45.103752
Mohave,United States,"2,200",Mohave,-114.61663,34.90166
Mohegan-Montauk-Narragansett,United States,"2,100",English,-72.17127,41.846497
Moldavian,United States,"23,000",Romanian,-118.321215,34.041814
Moru,United States,"2,700",Moru,-96.813646,32.715413
"Nahuatl, Guerrero",United States,"26,000","Nahuatl, Guerrero",-119.168137,34.205403
"Nahuatl, Huasteca Este",United States,"81,000","Nahuatl, Eastern Huasteca",-84.238417,33.985187
"Nahuatl, Istmo-Mecayapan",United States,"7,300","Nahuatl, Isthmus-Mecayapan",-89.208677,31.76269
Nanticoke,United States,600,English,-74.99106,39.6801
Navajo,United States,"304,000",Navajo,-109.97414,36.22157
"Nepali, general",United States,"57,000",Nepali,-73.833809,40.701849
Nez Perce,United States,700,Nez Perce,-116.41463,46.28417
Nooksack,United States,"1,900",English,-121.976474,48.220967
Norwegian,United States,"45,000",Norwegian,-93.30397,45.009145
Nuer,United States,"17,000",Nuer,-96.947612,32.829933
Okanagon,United States,300,Okanagan,-119.15489,48.23159
Omaha,United States,600,Omaha-Ponca,-96.52947,42.09436
Oneida,United States,"12,000",Oneida,-88.22144,44.46155
Onondaga,United States,"1,800",Onondaga,-76.20884,42.8933
Osage,United States,"9,900",English,-96.333309,36.668748
Otoe,United States,"1,900",English,-96.080333,36.752612
Ottawa,United States,"8,000",Ottawa,-84.61804,43.64452
"Paiute, Northern",United States,"7,200","Paiute, Northern",-119.55754,40.15995
"Paiute, Southern",United States,"6,900",Ute-Southern Paiute,-110.3055,40.09648
Pangasinese,United States,"1,800",Pangasinan,-118.09459,33.76935
Part-Indian,United States,"328,000",English,-98.865943,48.122285
"Passamaquoddy, Malecite",United States,"2,500",Malecite-Passamaquoddy,-67.55295,45.28761
Pawnee,United States,"2,900",English,-96.85505,36.321261
Portuguese,United States,"628,000",Portuguese,-71.091235,42.346987
Potawatomi,United States,"22,000",Potawatomi,-95.82643,39.41173
Powhatan,United States,"4,500",English,-77.14013,37.768418
"Puget, Southern",United States,"1,500",Southern Lushootseed,-123.16517,47.30643
"Purepecha, Sierra Occidental",United States,"51,000","Purepecha, Western Highland",-98.246937,26.282208
"Quapaw, Arkansas",United States,200,English,-94.66278,36.94755
"Quechan, Kechan",United States,"3,300",Quechan,-114.61822,32.79002
Quileute,United States,500,English,-124.60311,47.91056
"Quinault, Lower Chehalis",United States,"2,100",English,-124.16024,47.4214
"Romani, Carpathian",United States,"27,000","Romani, Carpathian",-83.130115,40.461703
"Romani, Romanichal",United States,"164,000",English,-97.071915,39.597505
"Romani, Sinte",United States,"1,500","Romani, Sinte",-73.994769,40.738362
"Romani, Vlax",United States,"262,000","Romani, Vlax",-120.88657,36.00871
Romanian,United States,"124,000",Romanian,-118.332544,34.042091
"Rumsen, Costanoan",United States,"5,200",English,-121.649127,36.714304
"Sahaptin, Northeast",United States,"1,000",Walla Walla,-118.40988,45.7191
"Sauk-Fox, Mesquakie",United States,800,Meskwaki,-96.75678,35.65744
"Scots, Gaelic",United States,400,Scottish Gaelic,-118.379354,34.086512
Seneca,United States,"1,100",Seneca,-78.7867,42.14143
Serrano,United States,"1,000",English,-116.771229,33.920977
Shawnee,United States,"12,000",Shawnee,-96.76346,35.35397
Shoshoni,United States,"8,500",Shoshoni,-108.80667,43.0038
Skagit,United States,500,English,-121.98735,48.53706
Snohomish,United States,"1,100",English,-122.13777,47.93414
Spokane,United States,"1,500",English,-118.02906,47.93022
"Surinamese Creole, Sranan",United States,"6,600",Sranan Tongo,-80.186802,25.894002
Swedish,United States,"70,000",Swedish,-93.249389,44.94121
Tahitian,United States,"1,300",Tahitian,-157.869924,21.338876
Tanacross,United States,200,Tanacross,-142.527,64.01564
Tanaina,United States,"1,000",Tanaina,-150.93688,60.43062
"Tenino, Warm Springs",United States,"1,500",Tenino,-121.46351,44.83441
Tewa,United States,"5,000",Tewa,-106.08777,35.89445
"Tigray, Tigrinya",United States,"21,000",Tigrigna,-117.921762,33.780701
"Tiwa, Northern",United States,"1,900","Tiwa, Northern",-105.63221,36.37156
"Tiwa, Southern",United States,"3,500","Tiwa, Southern",-106.63952,34.90035
"Tongva, Gabrielino",United States,500,English,-118.107463,34.097232
"Triqui, Chicahuaxtla",United States,"1,100","Triqui, Chicahuaxtla",-122.834894,45.134398
Tunica,United States,200,English,-92.562616,30.988007
Tuscarora,United States,"1,400",English,-78.94876,43.17646
Twana,United States,500,English,-121.881126,47.740237
"Tzotzil, Chamula",United States,"2,600",Tzotzil,-122.411804,37.76667
Uduk,United States,400,Uduk,-96.692389,32.85027
Ukrainian,United States,"140,000",Ukrainian,-74.05498,40.76258
Unami,United States,"16,000",English,-98.24366,35.072562
Upper Chinook,United States,"1,100",English,-121.50876,45.02783
"Uruguayan, White",United States,"61,000",Spanish,-80.365988,25.73058
Ute,United States,"8,200",Ute-Southern Paiute,-109.855402,40.288838
Wampanoag,United States,"4,400",English,-73.31478,41.70504
Washo,United States,"1,600",English,-119.6403,38.81841
Welsh,United States,"3,300",Welsh,-83.005959,40.015876
Wichita,United States,"2,300",English,-98.18314,35.06648
"Winnebago, Hocak",United States,"1,900",Ho-Chunk,-96.58947,42.21232
Wintu,United States,"2,700",English,-122.44538,39.71756
Wiyot,United States,"1,000",English,-122.937771,39.229245
"Wyandot, Huron",United States,"3,800",English,-94.729691,36.78736
Yakima,United States,"9,400",English,-120.771,46.26761
Yaqui,United States,"23,000",Yaqui,-111.06408,32.04894
"Yokuts, Chuckchansi",United States,"2,900",Yokuts,-119.7214,36.31674
Yuchi,United States,"2,100",English,-95.03933,35.96146
Yukpa,United States,700,Yukpa,-80.30272,25.765204
"Yupik, Pacific",United States,"31,000","Yupik, Pacific Gulf",-154.86444,59.71922
Yurok,United States,"5,800",English,-123.82432,41.32625
"Zapoteco, Cajonos",United States,400,"Zapotec, Cajonos",-118.251931,34.043478
"Zapoteco, Loxicha",United States,"7,400","Zapotec, Loxicha",-117.04218,32.688555
"Zapoteco, Ocotlan Oeste",United States,"1,800","Zapotec, Ocotlan",-122.840387,45.181244
"Zapoteco, Rincon Sur",United States,500,"Zapotec, Southern Rincon",-118.308593,34.044043
"Zapoteco, Yalalag",United States,300,"Zapotec, Yalalag",-118.308934,34.062545
Zigua,United States,500,Zigula,-74.04637,40.758845
African-Americans,United States,"40,742,000",English,-97.070486,39.597485
Afrikaner,United States,"23,000",Afrikaans,-118.320837,34.006062
Afro-Guyanese,United States,"108,000",Guyanese English Creole,-73.984883,40.623328
Akan,United States,"77,000",Akan,-73.887719,40.869088
Aklano,United States,"24,000",Aklanon,-118.234623,33.960245
"Americans, U.S.",United States,"189,513,000",English,-92.083827,37.843721
"Americans, U.S., Spanish-speaking",United States,"23,901,000",Spanish,-98.518846,29.514268
"Amerindian, Detribalized",United States,"443,000",English,-117.169013,32.761571
Anglo-Australian,United States,"95,000",English,-97.065029,39.599852
"Argentinian, White",United States,"148,000",Spanish,-80.19768,25.858485
Assiniboin,United States,"2,300",Assiniboine,-108.60161,48.31435
Azande,United States,"13,000",Zande,-96.8683,32.727234
Baganda,United States,"8,300",Ganda,-118.189481,34.013605
Bahamian,United States,"47,000",English,-80.21995,25.80524
Barbadian,United States,"66,000",English,-73.938336,40.68953
Belize Creole,United States,"62,000",Belize English Creole,-73.986444,40.739489
"Bikol, Central",United States,600,"Bikol, Central",-157.925366,21.362194
"Black Creole, Gullah",United States,"291,000",Sea Island Creole English,-80.41065,33.06092
Blackfoot,United States,"31,000",Blackfoot,-112.8932,48.68407
"Bolivian, Mestizo",United States,"109,000",Spanish,-98.792461,27.316807
"Brazilian, White",United States,"370,000",Portuguese,-80.237416,26.07701
"Cakchiquel, Central",United States,"4,100",Kaqchikel,-80.475431,27.061891
"Caribbean, other",United States,"156,000",English,-80.30481,25.745686
"Central American, Mestizo",United States,"4,129,000",Spanish,-98.791175,27.313918
Chamorro,United States,"20,000",Chamorro,-122.47371,47.14534
Chetco,United States,100,English,-123.912634,44.723211
"Ch'ol, Tumbala",United States,"2,100",Chol,-122.413948,37.754554
Costa Rican,United States,"135,000",Spanish,-80.325361,25.875812
Curripaco,United States,200,Curripaco,-73.80051,40.716201
Detribalized Pidgen,United States,"2,900","Pidgin, Nigerian",-76.530099,37.414005
Ewe,United States,"3,300",Ewe,-95.975941,41.275108
Fijian,United States,"26,000",Fijian,-121.454884,38.522434
"Filipino, Tagalog",United States,"2,722,000",Tagalog,-118.129069,33.970215
Finnish,United States,"638,000",Finnish,-88.447586,47.24523
Guamian,United States,"94,000",English,-117.092019,32.724843
Guatemalan White,United States,"566,000",Spanish,-75.395591,38.695852
Haitian,United States,"1,017,000",Haitian Creole,-80.2582,25.74693
Hawaiian,United States,"27,000",English,-97.067538,39.60312
Honduran,United States,"263,000",Spanish,-80.211213,25.781079
Hutterite,United States,"13,000",Hutterisch,-107.16688,45.97603
"Hutu, Rundi",United States,"9,800",Rundi,-73.986108,40.741186
"Hutu, Rwandese",United States,"2,900",Kinyarwanda,-73.857022,40.835992
Igbo,United States,"226,000",Igbo,-76.878309,38.951464
Ilocano,United States,"82,000",Ilocano,-157.936263,21.361259
Jamaicans,United States,"165,000",English,-73.929376,40.68393
"Kanjobal, Eastern",United States,"82,000",Q'anjob'al,-118.270379,34.060169
Khmu,United States,"8,900",Khmu,-117.071073,32.770081
"Kiche, Central",United States,"5,200",K'iche',-95.36,29.76
Koho,United States,"3,000",Koho,-78.638,35.779
Korean,United States,"1,510,000",Korean,-118.0169,33.85312
"Kpelle, Liberia",United States,"46,000",English,-73.924896,40.670864
Kwakiutl,United States,400,Kwakwala,-123.131596,48.119567
Lingala,United States,"5,300",Lingala,-80.764793,35.213731
Luba-Lulua,United States,"5,900",Luba-Kasai,-80.810971,35.24602
Luo,United States,"1,800",Dholuo,-95.461459,29.810366
Mam,United States,"2,600",Mam,-118.243564,33.917186
"Maori, New Zealanders",United States,700,Maori,-157.839069,21.30447
Marshallese,United States,"21,000",Marshallese,-157.9442,21.343908
"Maya, Yucatan",United States,"9,600","Maya, Yucatec",-95.275349,29.663033
Micmac,United States,"7,500",Mi'kmaq,-67.86584,46.74722
"Mixteco, Tlaxiaco Norte",United States,"4,300","Mixtec, Northern Tlaxiaco",-79.968961,32.801006
Mohawk,United States,"7,300",Mohawk,-74.53998,44.96938
Montserratans,United States,"4,600",Leeward Caribbean English Creole,-80.205783,25.934675
Mossi,United States,"1,100",Moore,-73.871371,40.853756
"Motilone, Bari",United States,"1,000",Bari,-73.832812,40.779778
"Nahuatl, Puebla Norte",United States,"17,000","Nahuatl, Northern Puebla",-78.826939,36.032322
Neo-Melanesian Papuan,United States,"1,200",Tok Pisin,-121.35558,38.624458
"Nicaraguan, Mestizo",United States,"260,000",Spanish,-80.369693,25.676914
Nyanja,United States,"1,800",English,-73.84334,40.845287
Oodham,United States,"21,000",Tohono O'odham,-111.98409,32.18903
"Oromo, Tulema / Selale",United States,"51,000","Oromo, West Central",-93.121239,44.951306
Palauan,United States,"5,300",Palauan,-157.936311,21.393127
Peruvian,United States,"328,000",Spanish,-73.849323,40.691587
Pingilapese,United States,500,Pingelapese,-118.243274,34.045747
Polynesian,United States,"4,100",English,-157.822334,21.281658
Ponapean,United States,700,Pohnpeian,-157.929173,21.337448
"Puerto Ricans, White",United States,"3,963,000",Spanish,-98.792909,27.313481
Puinave,United States,300,Puinave,-73.829063,40.685863
Quechua,United States,"1,100","Quechua, South Bolivian",-77.105256,38.879006
Saint Lucian,United States,"19,000",Lesser Antillean French Creole,-73.964841,40.67721
Salinan,United States,200,English,-120.693042,35.754692
Salvadorians,United States,"963,000",Spanish,-76.979472,38.987584
"Samoan, American",United States,"120,000",Samoan,-118.281693,33.831674
Shilluk,United States,"5,900",Shilluk,-96.898805,32.660124
"South American, Mestizo",United States,"2,973,000",Spanish,-118.15702,33.936286
"Straits Salish, Saanich",United States,"15,000",English,-122.6275,48.78566
Swahili,United States,"60,000",Swahili,-118.256278,33.996036
Swazi,United States,600,Swati,-73.896283,40.869677
Tlingit,United States,"16,000",Tlingit,-135.57196,59.2166
Tolowa,United States,"1,200",English,-124.139455,41.928038
Tongan,United States,"45,000",Tongan,-122.223687,37.481128
Trinidadian,United States,"101,000",English,-73.947443,40.672224
Trukese,United States,"3,400",Chuukese,-157.906568,21.364098
"Tsimshian, Zimshian",United States,"2,500",Tsimshian,-130.46123,55.07383
Tubatulabal,United States,"1,000",English,-118.466737,35.63467
"Tzeltal, Oxchuc",United States,"1,400",Tzeltal,-122.406654,37.766534
Ulithian,United States,100,Ulithian,-157.903713,21.341969
Upland Yuman,United States,"8,400",Havasupai-Walapai-Yavapai,-113.09889,35.96855
Venezualan,United States,"229,000",Spanish,-80.345686,25.795829
Yoruba,United States,"195,000",Yoruba,-76.920896,38.954539
"Jew, Spanish-speaking",Uruguay,"17,000",Spanish,-56.150719,-34.875871
Czech,Uruguay,"5,200",Czech,-56.12596,-34.893681
"Amerindian, Detribalized",Uruguay,"15,000",Spanish,-55.753631,-32.893747
Assyrian,Uruguay,"3,500",Assyrian Neo-Aramaic,-56.228696,-34.828049
Basque,Uruguay,"10,000",Basque,-56.215377,-34.818644
Bulgarian,Uruguay,"1,700",Bulgarian,-56.206682,-34.849779
Croat,Uruguay,"3,400",Croatian,-56.173004,-34.871529
Deaf,Uruguay,"17,000",Uruguayan Sign Language,-56.4509,-34.59671
Eurasian,Uruguay,"2,100",Spanish,-56.194043,-34.874052
French,Uruguay,"20,000",French,-56.178645,-34.859181
Galician,Uruguay,"41,000",Galician,-56.181897,-34.89637
Greek,Uruguay,"14,000",Greek,-56.244327,-34.848909
Italian,Uruguay,"79,000",Italian,-56.15576,-34.857347
Polish,Uruguay,"3,500",Polish,-56.15575,-34.846127
Russian,Uruguay,"14,000",Russian,-56.13459,-34.858461
Serb,Uruguay,"5,200",Serbian,-56.130322,-34.871351
Slovak,Uruguay,"3,500",Slovak,-56.140737,-34.880464
Spaniard,Uruguay,"31,000",Spanish,-55.748979,-32.892841
Afro-Uruguayan,Uruguay,"69,000",Spanish,-55.748645,-32.891863
"Argentinian, White",Uruguay,"31,000",Spanish,-55.756573,-32.894283
Armenian,Uruguay,"15,000","Armenian, Western",-56.187541,-34.881631
British,Uruguay,700,English,-56.222187,-34.86366
German,Uruguay,"40,000","German, Standard",-56.27183,-34.65846
"Han Chinese, Mandarin",Uruguay,"3,100","Chinese, Mandarin",-56.157643,-34.873466
Hungarian,Uruguay,"1,000",Hungarian,-56.229472,-34.843088
Ukrainian,Uruguay,"2,200",Ukrainian,-56.14669,-34.889734
"Uruguayan, Mestizo",Uruguay,"86,000",Spanish,-56.162598,-34.889441
"Uruguayan, White",Uruguay,"2,603,000",Spanish,-56.169717,-34.854848
"Zambo, Mulatto",Uruguay,"248,000",Spanish,-56.139301,-34.904066
"Americans, U.S.",Uruguay,"2,100",English,-56.160357,-34.905029
"Brazilian, Mestizo",Uruguay,"10,000",Portuguese,-56.208192,-34.83199
"Brazilian, White",Uruguay,"21,000",Portuguese,-56.196075,-34.835901
Chilean,Uruguay,"3,400",Spanish,-55.748658,-32.891489
Mennonites,Uruguay,"2,000",Plautdietsch,-57.454965,-32.85629
"Arab, Uzbeki",Uzbekistan,"1,100","Arabic, Uzbeki Spoken",65.38644,40.26116
Avar,Uzbekistan,"1,300",Avar,59.630124,42.396357
Azerbaijani,Uzbekistan,"60,000","Azerbaijani, North",69.216275,41.360187
Balkar,Uzbekistan,800,Karachay-Balkar,69.206001,41.329743
Bashkir,Uzbekistan,"47,000",Bashkort,69.220358,41.386642
Chechen,Uzbekistan,"1,700",Chechen,59.60537,42.494246
Dargin,Uzbekistan,"2,700",Dargwa,59.561936,42.339888
Deaf,Uzbekistan,"167,000",Language unknown,69.329231,41.246634
Dungan,Uzbekistan,"1,800",Dungan,69.385483,41.353986
Ingush,Uzbekistan,800,Ingush,59.475087,42.642876
"Jew, Bukharic-speaking",Uzbekistan,"3,800",Bukharic,64.40567,39.78102
Kalmyk-Oirat,Uzbekistan,900,Kalmyk-Oirat,72.348027,40.75824
"Karakalpak, Black Hat",Uzbekistan,"731,000",Karakalpak,59.83532,43.05521
Kazakh,Uzbekistan,"828,000",Kazakh,60.4771,43.09168
Kumyk,Uzbekistan,"1,200",Kumyk,59.45731,42.402081
"Kurd, Kurmanji",Uzbekistan,"3,100","Kurdish, Northern",59.580848,42.353759
Kyrgyz,Uzbekistan,"511,000",Kyrgyz,71.680192,40.988354
Lak,Uzbekistan,"3,800",Lak,59.474104,42.416497
Lezgin,Uzbekistan,"4,100",Lezgi,59.575649,42.453991
Lyuli,Uzbekistan,"12,000",Tajik,72.125929,40.620147
Parsee,Uzbekistan,"2,400",Parsi,69.2274,41.290629
Parya,Uzbekistan,"1,200",Parya,67.670882,38.112558
"Pashtun, Northern",Uzbekistan,"2,800","Pashto, Northern",67.276998,37.230336
Persian,Uzbekistan,"34,000","Persian, Iranian",60.636638,41.559064
"South Asian, general",Uzbekistan,"1,300",Hindi,69.222552,41.247653
Tabasaran,Uzbekistan,800,Tabasaran,59.593869,42.437345
Tajik,Uzbekistan,"1,596,000",Tajik,67.29038,39.07513
Tatar,Uzbekistan,"479,000",Tatar,66.24684,39.917314
"Tatar, Crimean",Uzbekistan,"177,000",Crimean Tatar,65.50777,40.12217
